,station_id,y_coord,x_coord,frequency_mhz,bandwidth_mhz,azimuth_deg,state,licensee
208,KRFI        ,44.54108333333330,-95.18305555555560,88.1,0.01,51.1,MN ,MINNESOTA PUBLIC RADIO                                                      
209,KBQA        ,43.905166666666700,-92.61983333333330,88.1,0.01,44.0,MN ,"ONE DAY CHURCH PROJECT, INC.                                                "
210,KBQA        ,43.905166666666700,-92.61983333333330,88.1,0.01,44.0,MN ,"ONE DAY CHURCH PROJECT, INC.                                                "
211,KVSC        ,45.51661111111110,-94.23136111111110,88.1,0.01,136.0,MN ,ST. CLOUD STATE UNIVERSITY                                                  
212,KRLP        ,43.88411111111110,-95.1825,88.1,0.01,118.0,MN ,EDUCATIONAL MEDIA FOUNDATION                                                
213,KLFC        ,36.55172222222220,-93.23822222222220,88.1,0.01,119.0,MO ,"MOUNTAINTOP BROADCASTING, INC.                                              "
214,KZGM        ,37.12088888888890,-92.00266666666670,88.1,0.01,135.0,MO ,"REAL COMMUNITY RADIO NETWORK, INC.                                          "
215,KLWL        ,39.81502777777780,-93.58855555555550,88.1,0.01,103.0,MO ,CSN INTERNATIONAL                                                           
216,KCOU        ,38.94002777777780,-92.32127777777780,88.1,0.01,44.0,MO ,THE CURATORS OF THE UNIVERSITY OF MISSOURI                                  
217,KFCJ        ,37.07777777777780,-94.13416666666670,88.1,0.01,62.0,MO ,"COMMUNITY BROADCASTING, INC.                                                "
218,KFCJ        ,37.07775,-94.13419444444450,88.1,0.01,59.0,MO ,"COMMUNITY BROADCASTING, INC.                                                "
219,KHYB        ,36.49861111111110,-89.85444444444440,88.1,0.01,98.0,MO ,CROSSROADS WORSHIP CENTER                                                   
220,K201GD,40.174750000000000,-92.55519444444440,88.1,0.01,0.0,MO ,"FAMILY WORSHIP CENTER CHURCH, INC.                                          "
221,KDHX        ,38.41697222222220,-90.43316666666670,88.1,0.01,225.0,MO ,DOUBLE HELIX CORPORATION. DEBTOR-IN-POSSESSION                              
222,KDHX        ,38.417000000000000,-90.43316666666670,88.1,0.01,186.0,MO ,DOUBLE HELIX CORPORATION. DEBTOR-IN-POSSESSION                              
223,KHJR        ,38.552611111111100,-92.20419444444450,88.1,0.01,89.1,MO ,COVENANT NETWORK                                                            
224,KRNM        ,15.151388888888900,145.71972222222200,88.1,0.01,38.0,MP ,"MARIANAS EDUCATIONAL MEDIA SERVICES, INC.                                   "
225,WAIT        ,34.20030555555560,-90.57308333333330,88.1,0.01,0.0,MS ,OPEN SKY RADIO CORP                                                         
226,WDSW-LP     ,33.74455555555560,-90.73563888888890,88.1,0.01,0.0,MS ,DELTA STATE UNIVERSITY                                                      
227,WOLM        ,30.443805555555600,-88.8483611111111,88.1,0.01,66.0,MS ,"RADIO MARIA, INC.                                                           "
228,WYJL        ,33.945388888888900,-89.64841666666670,88.1,0.01,61.0,MS ,ELIJAH RADIO                                                                
229,WURC        ,34.78147222222220,-89.44702777777780,88.1,0.01,83.0,MS ,"RUST COLLEGE, INC.                                                          "
230,WMAW-FM     ,32.13847222222220,-89.09338888888890,88.1,0.01,320.0,MS ,MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV                                    
231,KGFJ        ,47.159416666666700,-111.01161111111100,88.1,0.01,597.3,MT ,CSN INTERNATIONAL                                                           
232,KOFK-FM     ,45.63880555555560,-111.26633333333300,88.1,0.01,213.0,MT ,GUILD OF ST. PETER EDUCATIONAL ASSOCIATION                                  
233,KFGL        ,45.950694444444400,-112.51230555555600,88.1,0.01,-166.0,MT ,OLD FASHION BAPTIST CHURCH OF BUTTE                                         
234,K201FG,48.199194444444400,-104.5255,88.1,0.01,145.6,MT ,CSN INTERNATIONAL                                                           
235,KGVA        ,48.18830555555560,-108.71069444444400,88.1,0.01,243.0,MT ,AANIIIH NAKODA COLLEGE                                                      
236,K201IN,46.26880555555560,-114.17647222222200,88.1,0.01,0.0,MT ,CSN INTERNATIONAL                                                           
237,K201EY,48.17605555555560,-114.35013888888900,88.1,0.01,0.0,MT ,CSN INTERNATIONAL                                                           
238,KXEM        ,46.25077777777780,-108.48427777777800,88.1,0.01,142.0,MT ,"HI-LINE RADIO FELLOWSHIP, INC.                                              "
239,K201CO,48.50358333333330,-111.86694444444400,88.1,0.01,38.3,MT ,"HI-LINE RADIO FELLOWSHIP, INC.                                              "
240,KIYO        ,48.66883333333330,-113.38630555555600,88.1,0.01,427.0,MT ,BLACKFEET TRIBE                                                             
241,KTFZ        ,47.54083333333330,-115.31805555555600,88.1,0.01,317.0,MT ,THE UNIVERSITY OF MONTANA                                                   
242,WCQS        ,35.58980555555560,-82.67372222222220,88.1,0.01,356.0,NC ,WESTERN NORTH CAROLINA PUBLIC RADIO                                         
243,WWFJ        ,34.960638888888900,-78.76933333333330,88.1,0.01,25.3,NC ,GRACE MISSIONARY BAPTIST CHURCH D/B/A GRACE CHRISTIAN SCHOOL                
244,WJYJ        ,35.72625,-81.14758333333330,88.1,0.01,77.0,NC ,"POSITIVE ALTERNATIVE RADIO, INC.                                            "
245,WGHW        ,34.097861111111100,-77.97144444444440,88.1,0.01,110.4,NC ,"PEACE BAPTIST CHURCH OF WILMINGTON, NC                                      "
246,DWOPR       ,36.435027777777800,-79.92841666666670,88.1,0.01,35.0,NC ,CHURCH PLANTERS OF AMERICA                                                  
247,WCQS        ,35.58980555555560,-82.67372222222220,88.1,0.01,356.0,NC ,WESTERN NORTH CAROLINA PUBLIC RADIO                                         
248,W201DI,35.009861111111100,-80.58061111111110,88.1,0.01,0.0,NC ,GRACE CHRISTIAN SCHOOL                                                      
249,WMTG-LP     ,35.21902777777780,-80.0045,88.1,0.01,0.0,NC ,MOUNT GILEAD COMMUNITY CONCERTS ASSOCIATION                                 
250,WKNC-FM     ,35.787638888888900,-78.67027777777780,88.1,0.01,80.0,NC ,NORTH CAROLINA STATE UNIVERSITY                                             
251,WYTR        ,35.55986111111110,-79.68391666666670,88.1,0.01,53.0,NC ,TRUTH MEDIA INCORPORATED                                                    
252,WIID        ,35.58479722222220,-75.46191666666670,88.1,0.01,27.0,NC ,SEACOAST RADIO NETWORK CORP                                                 
253,WGML        ,35.487500000000000,-77.04472222222220,88.1,0.01,149.0,NC ,"PATHWAY CHRISTIAN ACADEMY, INC.                                             "
254,K201FN,46.91888888888890,-102.73019444444400,88.1,0.01,175.2,ND ,CSN INTERNATIONAL                                                           
255,K201FN,46.91888888888890,-102.73019444444400,88.1,0.01,175.2,ND ,CSN INTERNATIONAL                                                           
256,KPPP-LP     ,46.87441666666670,-96.78452777777780,88.1,0.01,0.0,ND ,THE PEOPLES PRESS PROJECT                                                   
257,KJKR        ,46.91025,-98.7081388888889,88.1,0.01,1.0,ND ,"HI-LINE RADIO FELLOWSHIP, INC.                                              "
258,KFLK        ,48.21555555555560,-101.31861111111100,88.1,0.01,133.0,ND ,CALVARY CHAPEL MINOT                                                        
259,K209FS,41.45416666666670,-97.40583333333330,88.1,0.01,30.0,NE ,NEBRASKA EDUCATIONAL TELECOMMUNICATIONS COMMISSION                          
260,KCFD        ,42.68480555555560,-103.41483333333300,88.1,0.01,-63.0,NE ,SOUTHERN CULTURAL FOUNDATION                                                
261,KCNT        ,40.57855555555560,-98.33091666666670,88.1,0.01,56.0,NE ,CENTRAL COMMUNITY COLLEGE                                                   
262,KJYS        ,40.21277777777780,-100.6525,88.1,0.01,66.0,NE ,"TRI-STATE BROADCASTING ASSOCIATION, INC                                     "
263,KFHC        ,42.46333333333330,-96.61750000000000,88.1,0.01,127.2,NE ,ST. GABRIEL COMMUNICATIONS LTD.                                             
264,KMLV        ,41.31111111111110,-96.02725,88.1,0.01,390.0,NE ,EDUCATIONAL MEDIA FOUNDATION                                                
265,KEJS        ,41.498305555555600,-99.42113888888890,88.1,0.01,119.0,NE ,"VSS CATHOLIC COMMUNICATIONS, INC.                                           "
266,WYGG        ,40.217333333333300,-74.01011111111110,88.1,0.01,39.0,NJ ,"MINORITY BUSINESS & HOUSING DEVELOPMENT, INC                                "
267,WZBL        ,39.75094444444440,-74.11927777777780,88.1,0.01,13.0,NJ ,CALVARY CHAPEL OF MARLTON                                                   
268,WTHA        ,39.72816666666670,-74.84377777777780,88.1,0.01,287.0,NJ ,BUX-MONT EDUCATIONAL RADIO ASSOCIATION                                      
269,WJPG        ,39.12983333333330,-74.78794444444450,88.1,0.01,129.0,NJ ,"MARANATHA MINISTRIES/JOY COMMUNICATIONS, INC.                               "
270,WDNJ        ,40.94038888888890,-74.61294444444440,88.1,0.01,118.0,NJ ,"YOUNGSHINE MEDIA, INC.                                                      "
271,WNJT-FM     ,40.28288888888890,-74.686,88.1,0.01,210.0,NJ ,NEW YORK PUBLIC RADIO                                                       
272,KCCO        ,36.45805555555560,-103.18833333333300,88.1,0.01,75.0,NM ,KLMX EDUCATIONAL FOUNDATION                                                 
273,KYHA        ,34.43888888888890,-103.21111111111100,88.1,0.01,62.0,NM ,"BIBLE BROADCASTING NETWORK, INC.                                            "
274,KENE        ,36.68308333333330,-104.41441666666700,88.1,0.01,431.0,NM ,EASTERN NEW MEXICO UNIVERSITY                                               
275,KUSW        ,36.67111111111110,-108.23230555555600,88.1,0.01,202.0,NM ,"KUTE, INC.                                                                  "
276,KGGA        ,35.540861111111100,-108.74397222222200,88.1,0.01,5.0,NM ,"BOARD OF EDUCATION OF THE CITY OF ALBUQUERQUE, NM                           "
277,KIDS        ,35.119194444444400,-107.90116666666700,88.1,0.01,49.5,NM ,"BOARD OF EDUCATION OF THE CITY OF ALBUQUERQUE, NM                           "
278,KQTO        ,32.862,-108.24169444444400,88.1,0.01,0.0,NM ,"RADIO BILINGUE, INC.                                                        "
279,K201CC,32.26063888888890,-106.76722222222200,88.1,0.01,-19.1,NM ,"CALVARY ALBUQUERQUE, INC.                                                   "
280,KENP        ,35.63308333333330,-105.23694444444400,88.1,0.01,-2.0,NM ,EASTERN NEW MEXICO UNIVERSITY                                               
281,K201IW,35.60363888888890,-105.25888888888900,88.1,0.01,0.0,NM ,EASTERN NEW MEXICO UNIVERSITY                                               
282,KOFJ        ,35.042294444444400,-108.31333333333300,88.1,0.01,105.0,NM ,PEOPLE TO PEOPLE                                                            
283,KNHO        ,33.393388888888900,-104.62458333333300,88.1,0.01,42.0,NM ,"AMERICAN CHRISTIAN RADIO, INC.                                              "
284,KNMA        ,32.82980555555560,-105.8866388888890,88.1,0.01,487.2,NM ,CSN INTERNATIONAL                                                           
285,KTQQ        ,40.70019444444450,-115.90283333333300,88.1,0.01,552.0,NV ,RADIO 74 INTERNATIONALE
286,KCEP        ,36.008583333333300,-115.00691666666700,88.1,0.01,364.0,NV ,ECONOMIC OPPORTUNITY BOARD OF CLARK COUNTY                                  
287,K201HX,36.81805555555560,-114.06213888888900,88.1,0.01,0.0,NV ,NEVADA PUBLIC RADIO                                                         
288,K201HO,39.21627777777780,-119.79155555555600,88.1,0.01,0.0,NV ,"YOUR CHRISTIAN COMPANION NETWORK, INC.                                      "
289,K201BF,37.29991666666670,-117.25922222222200,88.1,0.01,0.0,NV ,NEVADA PUBLIC RADIO                                                         
290,K201FF,41.0085,-117.77038888888900,88.1,0.01,655.9,NV ,CSN INTERNATIONAL                                                           
291,WLHV        ,42.09869444444450,-73.73011111111110,88.1,0.01,116.2,NY ,"TRI-STATE PUBLIC COMMUNICATIONS, INC.                                       "
292,-           ,42.041666666666700,-78.00694444444440,88.1,0.01,221.0,NY ,CALVARY CHAPEL OF RUSSELL                                                   
293,WXBA        ,40.77202777777780,-73.25483333333330,88.1,0.01,29.0,NY ,BRENTWOOD UNION FREE SCHOOL DISTRICT                                        
294,WCWP        ,40.816750000000000,-73.59650000000000,88.1,0.01,58.0,NY ,LONG ISLAND UNIVERSITY                                                      
295,W201BE,42.932250000000000,-78.78502777777780,88.1,0.01,0.0,NY ,"PRIORITY RADIO, INC.                                                        "
296,WSLZ        ,44.116166666666700,-76.33883333333330,88.1,0.01,92.0,NY ,THE ST. LAWRENCE UNIVERSITY                                                 
297,WVVC-FM     ,43.102583333333300,-74.94044444444450,88.1,0.01,206.0,NY ,NORTHEAST GOSPEL BROADCASTING INC.                                          
298,WMTQ        ,42.10611111111110,-76.8711111111111,88.1,0.01,372.0,NY ,HOLY FAMILY COMMUNICATIONS                                                  
299,WSQN        ,42.437,-75.5135,88.1,0.01,182.0,NY ,WSKG PUBLIC TELECOMMUNICATIONS COUNCIL                                      
300,W201CD,42.44588888888890,-76.53713888888890,88.1,0.01,0.0,NY ,"ITHACA COMMUNITY RADIO, INC.                                                "
301,W201CD,42.42922222222220,-76.45080555555560,88.1,0.01,0.0,NY ,"ITHACA COMMUNITY RADIO, INC.                                                "
302,WUBJ        ,42.17977777777780,-79.34116666666670,88.1,0.01,152.0,NY ,WESTERN NEW YORK PUBLIC BROADCASTING ASSOCIATION                            
